Tour;Occurrences
2615;17010
3027;34447
3192;35310
2913;30849
3328;33213
3635;20754
3368;32445
3469;28457
3023;34091
3229;34930
3444;29788
3262;34987
3096;35358
2867;28802
2961;32476
3172;35234
2792;25562
3565;24229
3135;35877
3146;35703
3247;34667
3266;34678
3170;35244
2829;27308
3031;34376
3525;25773
3452;29059
3488;27376
2895;29825
2876;29330
2730;22888
3046;34538
2767;24684
2616;17506
2684;20963
3322;33757
3483;27915
2746;24072
3431;29887
3334;33250
3098;35647
3117;35309
3323;33421
2748;23562
3446;29277
3639;20542
2840;27478
2718;22404
3081;34963
2942;31683
3239;35385
2960;32293
2858;28639
2885;29745
3148;35563
2909;31053
2882;29759
3297;34265
3199;35625
3048;34843
3299;33740
2905;30840
3202;35271
3034;34552
3459;28866
3087;35005
2874;28953
3286;34419
3147;35574
3451;29046
2991;33304
3553;24547
3167;35686
3388;31358
3489;27494
3348;32866
3655;19851
3249;34641
3598;22625
3111;35219
3506;26650
3267;34885
2943;32167
2977;32631
3214;34987
2822;27059
2849;27852
3179;35413
2940;31946
3091;34893
3069;35343
3377;31808
3502;26642
3233;35365
2998;33790
3400;31369
3389;31677
3238;34829
3545;24951
3434;29690
3739;15996
3540;25254
3492;27278
3500;26648
3682;18342
3809;12277
3652;20003
3198;35464
3197;35166
3528;26007
3041;34602
3529;25878
3467;28794
3475;28356
3264;34770
3156;35453
3271;34546
3365;32736
3279;34092
3312;33928
3144;35533
3461;28772
3465;28299
3498;27379
3126;35612
2831;27356
3061;34538
3231;34875
3102;35377
2655;19298
2906;30730
2702;21371
2604;16945
2679;20549
2836;27534
2878;29566
2806;26113
3398;31598
3108;35231
3314;33933
2932;31297
2342;6970
2572;15462
2544;14194
3038;34492
2965;32693
3001;33428
2602;17038
2789;25556
2890;29927
3019;33827
2585;16095
2796;25727
2416;9013
3189;35270
2759;24064
2630;17919
2781;24994
3060;34600
2744;23286
2821;26835
3128;35861
3017;33984
3223;34882
2916;30948
2832;27541
2734;23004
2924;30997
3120;35892
2873;28838
3082;35326
2773;24948
2948;31827
2947;31808
3002;33545
2570;15248
3008;33491
2823;26941
2611;17094
2775;24692
2798;25920
2639;18626
2567;15211
2794;25801
3215;35133
3045;34592
2738;23099
2997;33733
2839;27569
2856;28840
2597;16559
2393;8347
2672;19554
2356;7189
2757;23735
2654;19444
2479;11632
2515;13067
2601;16687
2478;11522
2219;3763
2562;15313
2545;14207
2769;24874
2247;4320
2350;7025
2556;14550
2526;13449
2992;33588
2752;23961
2732;22818
3449;29430
3227;35129
3070;35046
2698;21209
3071;35051
3067;34660
2764;24413
2596;16373
3190;35363
3555;24735
3089;34743
2772;24711
3243;34934
3406;30878
3487;27873
3095;35335
2498;12124
3196;35108
3235;35097
2758;23973
3480;27542
3276;33832
2981;32690
3058;34574
3257;34926
3384;31428
2647;18925
3320;33508
2899;30050
3216;35420
3115;35523
3078;35170
2929;31144
2761;24574
3272;34373
3217;35088
3371;32338
2725;22740
3158;35498
3068;35108
2846;27855
2884;29616
2865;28834
2624;18079
2812;26848
2661;19281
3103;35090
2825;27201
3000;33909
2937;31625
3113;35474
2640;18724
2668;20074
2966;32340
2983;32729
3426;30281
3057;35114
3385;31215
2648;19046
2670;19761
2993;33403
3083;34977
2700;21788
2465;10895
3195;35173
2936;31584
2976;32992
3448;29247
2926;31112
2762;24629
2493;11699
3617;21708
3420;30507
3764;14632
3814;12281
4036;5109
3793;13415
3265;34498
3629;21189
3310;33312
3288;34428
3954;7185
3882;9299
3750;15369
4171;2218
3878;9614
3637;20782
4035;5023
3766;14555
3866;10203
4029;5143
4256;1273
3864;10131
3131;35524
3623;21578
3673;18875
3902;8989
3659;19838
3237;35008
3984;6254
3679;18856
3712;17164
3523;26046
3615;21781
3826;11725
3408;30906
4181;2283
3423;30573
3345;33055
4085;3690
3413;30982
3567;23834
3680;18815
4139;2740
3402;31375
3496;27233
4004;5729
3699;17753
3956;7262
3767;14720
3291;34193
3318;33697
3648;20371
3560;24206
3538;25241
4031;5138
4156;2487
3894;9186
4090;3720
3702;17472
3812;12230
3577;23437
3622;21591
3979;6545
3546;24727
3694;18093
3437;29675
3359;32492
3477;28417
3255;34838
3183;35356
3410;30486
3831;11592
3661;19585
3207;35409
2903;30485
3425;30596
3049;35079
3066;35062
3930;7908
3561;24451
3674;18753
3889;9339
3152;35567
3832;11451
3722;16803
3194;35290
3294;34170
3317;33770
3806;12593
3743;15497
3906;8733
3920;8251
3178;35660
3522;25976
3572;23579
3794;13207
3551;24749
3395;31349
3786;13526
3547;24974
3369;32463
3165;35279
3586;23097
3293;34324
3052;34617
3298;34038
3788;13469
3230;34838
3576;23629
3136;35686
2928;31293
3556;24424
3283;34137
3570;23925
3259;35175
3443;29600
3549;24438
2805;26139
2844;27462
2834;27651
3097;35412
3169;35222
2818;26930
2778;24975
2704;21587
3542;25115
3927;7903
3578;23073
3494;27174
3473;28136
3775;14298
3520;25747
3404;31073
3218;35059
3458;28918
3159;35751
3393;30990
3516;26087
3691;18258
3285;34303
3308;34027
3663;19474
3672;18835
3677;19218
3232;34795
3182;35495
3557;24603
3503;26639
3479;27805
3587;22807
3842;11052
3497;27370
3791;13403
3537;25315
3550;24713
3350;32752
3696;17971
3453;29180
2999;33316
2662;19492
3541;25073
3342;33316
3387;31292
3835;11573
4064;4398
3821;12068
3346;33336
4059;4429
3754;15292
3787;13523
3504;26680
3859;10201
3101;35298
3887;9405
3482;27823
3941;7620
3204;35674
3700;17647
3690;18102
3065;35031
3105;35415
3018;33662
3778;14098
3765;14542
3689;18458
3441;29393
3439;29247
3533;25500
3596;22711
3908;8746
4044;4848
3880;9666
3836;11295
3827;11813
3975;6558
4199;1915
3850;10766
3074;34910
3774;14195
3433;29830
4103;3471
3450;29272
4149;2715
3412;30978
3090;35058
3996;6151
3296;33952
4099;3473
3349;32952
3808;12480
3909;8736
3816;12325
2777;25209
2816;26849
2729;22957
2703;21680
2745;23814
2968;32715
2995;33370
2982;32780
3011;33734
2989;33606
3035;34044
3107;35429
2923;30889
2830;26953
3021;33798
2915;31081
3339;33162
3226;34985
3224;35023
3455;29160
3366;32505
3236;34985
3270;34335
3744;15646
3507;26655
3734;15851
3495;27252
3646;20258
3624;21294
3713;17173
3476;28302
3757;15114
3708;17262
3607;22149
3597;22920
3088;34909
3521;25985
2931;31326
2880;29599
3536;25407
3244;34991
3009;33713
3153;35550
3254;34623
3253;34940
2962;32670
3740;15862
3761;15053
4125;3038
3776;14115
3614;21880
3513;26340
3950;7216
3706;17508
4127;2970
3972;6690
3731;16108
4020;5459
3721;16668
3955;7100
4078;4014
4253;1344
3847;10836
3616;21551
3988;6100
3963;6955
3799;12938
3755;15271
3474;28120
4132;2905
3515;26130
3364;32620
3653;19820
3723;16604
3534;25160
3915;8426
3751;15386
3959;6974
3460;28653
3566;24058
3970;6534
4095;3605
4032;5151
3782;13328
3759;15119
3725;16765
3715;17176
3628;21243
3890;9040
3457;28888
2927;31321
3719;16719
3834;11624
3905;8616
3664;19203
3351;32835
3047;34091
3569;24089
3771;14575
3417;30732
2994;33479
3645;20610
3501;26953
3242;35070
3225;34443
3370;32026
3592;22722
3693;18162
3601;22353
3606;22434
3151;35322
3127;35554
3829;11667
3840;11083
3943;7429
2883;30157
3662;19464
3574;23415
2938;31698
3660;19683
3993;6123
4096;3707
4008;5654
3355;32420
4054;4537
3079;35035
3564;24024
3562;24322
2925;31359
3162;35396
3109;35194
3599;22619
3861;10408
3918;8225
3718;16724
3726;16393
3884;9407
3326;33263
3050;34714
3833;11548
3161;35536
3792;13100
3055;35071
3853;10603
3579;23212
3756;15066
3919;8323
3933;7915
3307;34017
3327;33177
3301;33764
3518;25816
2984;32777
3499;27065
3493;27317
3720;16710
3132;35932
3175;35263
2838;28048
3372;32352
3211;35314
2852;28503
2739;22942
3094;35213
2842;27576
3177;35348
3036;34500
2826;27443
2786;25248
3358;32024
3559;24120
3289;34398
3347;32860
3275;34266
3524;25650
3392;31445
3316;33853
3416;31181
3896;8995
3181;35875
3747;15650
3675;18889
3964;7117
3893;9138
3456;28968
3106;35613
3411;30974
3558;24443
3857;10526
3282;34082
3486;27660
3329;33326
3728;16256
3517;25790
3822;11986
3585;23027
3428;30225
3505;26559
2971;33112
3201;35383
2877;29274
3335;33437
3100;35401
3620;21196
3468;28613
2708;21676
3174;35201
2985;33138
3595;22542
3129;35471
3588;22722
3669;19348
3277;33911
3608;22420
3681;18815
3438;29756
3466;28764
3260;34918
2986;33467
2922;31036
3160;35438
2935;31793
3206;35534
3155;35601
2810;26685
3527;25894
3512;26455
3234;35323
3287;34123
3724;16766
3745;15456
3305;33645
3112;35838
2970;32991
2893;30099
2990;32916
3819;12015
3848;10676
3855;10383
3922;8105
2871;28973
3188;35685
2715;22067
3386;31502
3032;34116
2910;30936
2690;21311
2634;18123
2785;25534
2691;21216
2516;13011
2558;14937
2949;32050
2486;11615
2637;18362
2676;20290
2589;16158
2563;15057
2605;16882
2808;26601
2835;27644
2583;15866
2851;28334
2828;27043
2727;22787
2900;29807
2879;29429
2643;18827
2584;16082
2638;18550
2560;14909
2510;12738
3203;35420
2793;25609
2892;30134
2688;20465
3010;33822
2635;18215
2859;28714
2799;25755
2866;28647
2860;28559
3024;34398
3424;30519
3295;34257
3741;15831
3589;23086
3075;34625
3367;32824
3647;20339
3686;18484
3849;10717
3811;12402
3877;9875
3779;13978
3780;13793
3961;6865
3612;22361
3633;20849
3568;23867
2815;26770
3114;35374
3166;35652
3618;21488
3625;21401
3828;11776
3825;11883
3983;6449
4050;4683
3634;20968
4039;4948
4068;4289
3020;33884
3698;18037
3657;19666
3591;23001
3807;12527
3789;13413
3220;35224
3801;12995
3876;9781
3869;9900
3772;14173
3875;9914
2607;16974
2682;20489
2432;9667
2474;11312
3447;29700
3163;35734
3157;35725
3705;17601
3934;7754
3929;7949
2956;32364
3729;16241
3302;33944
3292;34057
2667;19892
2707;21725
2620;17589
3380;31721
2853;28189
3732;16158
3868;10017
3704;17522
3651;19793
4023;5283
2898;30038
3187;35330
3012;33862
3584;23053
3122;35589
2735;22726
2897;29508
3649;20365
3613;22114
2902;30485
2763;24785
2476;11458
2627;17605
2533;13723
2358;7223
2400;8584
2579;15422
2575;15629
3670;19099
3735;15818
3873;9807
3940;7510
3581;23205
3837;11335
3548;24264
3610;22163
3683;18369
3440;29478
3481;27427
3900;9003
4017;5530
3685;18558
3981;6263
3936;7509
3263;34669
3985;6324
3099;35460
2683;20674
2569;15404
3716;17299
2979;32853
3261;35013
2887;29524
2618;17642
2660;19378
3309;33618
3958;7073
3773;14314
2824;26990
2847;28262
3636;20497
3514;26300
3419;30589
2819;26514
3707;17278
3026;34295
3753;15246
3797;12983
3818;11980
4116;3206
4070;4145
3781;13662
3033;34267
3421;30579
3245;35083
3638;20880
3015;33829
3790;13180
4102;3364
3665;19297
3030;34062
3858;10394
3509;26561
3839;11082
3907;8913
3304;33773
2711;21901
4084;3639
3324;33252
2751;23799
4074;4220
3583;23448
3643;20241
3770;14445
3924;8016
3627;20962
3928;7863
3762;14800
3143;35558
2958;32484
3879;9760
3142;35519
4038;5009
4080;3922
4006;5775
3435;29996
3748;15556
3921;8159
2917;30785
3758;14975
3531;25811
3974;6534
2687;20615
2636;18329
3913;8495
4016;5382
2749;23729
2776;24884
3145;35417
3116;35673
3432;30317
3727;16268
3717;16962
3134;35644
2950;32105
2964;33052
2722;22230
3357;32353
3241;35222
3256;34930
3594;22511
3104;35158
3573;23613
3472;28149
3611;21883
3361;32217
3951;7170
3676;18960
3926;7806
3658;19789
3621;21483
4052;4588
3695;18245
3995;6080
3414;31139
3952;6991
3641;20225
3944;7231
3590;22841
4002;5838
3904;8908
3914;8525
4164;2333
3810;12513
3912;8385
4014;5453
3957;7269
3865;10241
4047;4854
3843;10991
4131;2964
4065;4381
3862;10249
3642;20535
3795;13193
3760;14806
4079;3984
3978;6488
3946;7346
3874;9798
4049;4729
4207;1712
3511;26469
3942;7426
3888;9304
3763;14653
4086;3716
3813;12219
3817;11937
4025;5297
4015;5632
3953;7069
3742;15570
3692;18154
3471;28647
3863;10227
3737;15799
3901;8813
3222;35238
3784;13607
3325;33633
3872;9816
3709;16944
3338;33174
3554;24525
2741;23028
2788;25684
3150;35365
2945;31922
2713;21777
2891;29780
3798;12950
3056;34718
2843;27727
3344;33039
2973;32785
2953;31756
2804;26177
3883;9198
2919;31372
2646;18871
2444;10285
3016;33668
2619;17647
2955;32031
2791;25142
2518;13140
2809;26459
2827;27306
3093;35010
3510;26301
2863;29020
3632;20716
2753;23972
2680;20658
2771;24742
3391;32044
3582;23438
2750;23720
2652;19010
2854;28288
3362;32717
2623;17878
2595;16636
2653;19361
2864;28947
2467;11037
2681;20473
2795;25620
3063;34772
2756;23968
3007;33200
2689;20657
2686;20541
2857;28794
2582;16057
2733;22843
2946;31970
2790;25493
2408;8831
2436;9815
2539;14025
2779;25062
2742;23202
2603;16598
2671;19683
2455;10710
2631;18146
2403;8693
2663;19560
2443;9902
2534;13741
2820;26912
2577;15497
2614;17636
2612;17210
2535;13976
2528;13376
2324;6232
2352;7105
2881;29337
2502;12222
2452;10301
2657;19195
3870;9879
2628;17861
2424;9523
2658;19534
2766;24543
3804;12733
3749;15257
3630;20800
3768;14619
2555;14722
3911;8656
3938;7551
2507;12708
2503;12407
3830;11650
2656;19175
2594;16500
2543;14086
3923;8138
3881;9676
3931;7815
3910;8579
3051;34955
2770;24655
3040;33909
2918;31112
3746;15324
2705;21454
3733;16088
2719;22033
3846;10989
3697;18013
2939;31564
2675;20063
2701;21666
2728;22757
2659;19300
2673;20158
3903;8849
2811;26549
2513;13024
2755;24109
2800;25942
2632;17978
2807;26295
3656;19765
2650;18963
2388;8204
2590;16459
2462;10847
2780;24836
2613;17205
2439;9998
2402;8553
2803;26107
2525;13331
2561;14993
2524;13335
2265;4830
2608;16835
2591;16324
2293;5503
2396;8337
2504;12587
2674;19857
2760;24562
2706;21933
2471;11133
2499;12064
3710;16980
4100;3405
3980;6398
4177;2111
4081;3963
4135;2778
4001;5831
4028;5345
4153;2475
3891;9169
4087;3908
3976;6422
3736;15824
3703;17525
3932;7689
2721;22355
3124;35551
3897;8872
3885;9267
3939;7616
4107;3412
4196;1884
3845;10826
3969;6793
4226;1558
3803;12820
3948;7620
2664;19449
3593;22993
4122;3170
4077;3945
4005;5881
4104;3523
4011;5631
4246;1413
3796;13058
4259;1258
3851;10289
3871;9937
3769;14353
2868;28838
3977;6427
3967;6734
4069;4147
4223;1706
3777;14019
3968;6910
4190;2083
3947;7439
4041;4875
4258;1250
3965;6981
3966;6952
3960;6920
4187;2144
3844;10948
4033;4967
4143;2651
4009;5754
4109;3396
3667;19318
3800;12909
3994;6005
3841;11145
3886;9317
3823;11911
4012;5735
2666;19780
2974;32680
2710;21682
3575;23553
4113;3318
4013;5510
3962;6854
4118;3198
4019;5304
3986;6329
3982;6190
3916;8436
4160;2434
4136;2775
4210;1774
3860;10345
4198;1811
4225;1556
3854;10531
4093;3499
3971;6681
4022;5338
2430;9619
2696;21564
2599;16652
2801;26145
3783;13409
2814;26745
3631;20964
2541;14061
2450;10730
2625;17928
4043;4913
3644;20553
4112;3213
4123;3125
4075;3914
4042;4802
2714;22139
4152;2534
2797;25838
4108;3272
4066;4357
4222;1717
4151;2592
3935;7533
4063;4414
4010;5609
4045;4783
4137;2803
4071;4145
4111;3232
4185;2134
4018;5552
4060;4452
4214;1740
4227;1505
3899;8923
2901;30129
2694;21075
3852;10627
2406;8726
2581;15778
2480;11730
2649;19074
2546;14290
2448;10239
2523;13104
2341;6725
2571;15354
2415;9077
2629;17946
2774;25238
2645;18928
2642;19028
2740;23238
2536;13816
2622;17941
2621;17661
2362;7425
2390;8344
2699;21564
2669;19948
2565;15095
2413;9254
2365;7273
2641;18676
2491;11777
2610;17191
2578;15563
2542;13893
2723;22319
2487;11756
2492;11948
2282;5219
2310;5840
2716;21986
2494;11944
3999;5976
2466;11087
2464;10837
2547;14247
2586;16202
2717;22434
4067;4295
2726;22545
2724;22286
3738;15774
2633;18145
2677;20170
2451;10385
2501;12268
2496;12219
2299;5748
2862;28874
2332;6436
2359;7313
2314;6062
2460;10930
2520;13168
2522;13412
2300;5577
2394;8401
2617;17423
2833;27455
2285;5299
2392;8191
2456;10413
2411;8846
2574;15519
2573;15742
2361;7426
2376;7774
2593;16406
2405;8624
2331;6468
2500;12306
2303;5697
2606;16943
2290;5409
2552;14420
2317;6163
2272;4903
2418;9157
2435;10020
2521;13289
2559;15053
2511;12952
2485;11641
2527;13363
2588;16132
2532;13678
2508;12850
2458;10616
2481;11537
2306;5776
2348;7020
2678;20209
2600;16686
2506;12465
2461;10929
2422;9407
2377;7849
2530;13592
2697;21289
2551;14502
2463;10796
2817;26692
2529;13521
2609;17014
2644;18753
2425;9433
2472;11390
2490;11747
2505;12387
2294;5396
2339;6769
2255;4551
2245;4429
2346;6792
2297;5517
2423;9438
2488;11581
2484;11826
2473;11167
2437;9728
2262;4732
2378;7826
2446;10269
2065;1596
2176;2990
2162;2742
2083;1746
2171;2863
2019;1177
2170;2793
2208;3595
2121;2195
2179;3093
2221;3879
2203;3448
2215;3850
2273;5009
2126;2307
2191;3280
2142;2442
2090;1761
2100;1879
2139;2413
2184;3269
2566;15009
2453;10489
2495;12021
2198;3404
2387;7926
2419;9062
2517;13172
2531;13619
2540;13786
2512;12772
2420;9327
2367;7344
2397;8440
2281;5048
2277;5003
2118;2190
2069;1659
2113;2093
2123;2190
2070;1660
2115;2085
2298;5505
2248;4517
2292;5598
2238;4308
2187;3173
2295;5527
2196;3311
2137;2375
2197;3477
2201;3312
2206;3423
2143;2361
2229;3944
2291;5457
2182;3116
2246;4328
2548;14380
2312;6079
2354;7146
2580;15586
2553;14417
2438;9912
2538;13904
2345;6838
2266;4796
2370;7688
2428;9471
2122;2153
2073;1663
2021;1219
2031;1354
2309;5851
2497;11922
2434;9801
2325;6378
2343;6808
2431;9768
2459;10876
2410;8977
2368;7500
2407;8741
2398;8525
2519;13228
2489;11844
2242;4245
2347;6784
2447;9991
1991;962
2180;3015
2093;1841
2151;2641
2193;3376
2037;1325
2148;2565
2134;2347
2055;1506
2237;4204
2175;2949
2098;1903
2111;1954
2156;2755
2072;1597
2062;1543
2163;2804
2114;2180
2333;6438
2360;7446
2154;2676
2382;8120
2251;4389
2287;5376
2375;7988
2353;7081
2483;11598
2305;5756
2335;6677
2239;4331
2284;5105
2351;7107
2366;7478
2417;9263
2329;6492
2241;4334
2338;6670
2259;4683
2441;9909
2380;7930
2442;10006
2323;6244
2274;4852
2326;6427
2399;8651
2449;10225
2549;14476
2445;10212
2592;16191
2454;10337
2587;16056
2550;14332
2470;11106
2457;10571
2278;4966
2321;6152
2379;7848
2469;11046
2468;10897
2374;7776
2372;7714
2475;11477
2414;8963
2568;15457
2286;5332
3917;8304
2328;6389
2363;7400
2440;9917
2373;7774
2537;13873
2427;9462
2482;11677
2695;21191
2426;9549
2244;4263
2195;3483
2249;4468
2225;3911
2252;4358
2227;3802
2304;5756
2349;7055
2289;5413
2240;4263
2280;5037
2409;8906
2433;9785
2421;9386
2364;7422
2357;7361
2315;5985
2135;2302
2337;6562
2181;3130
2199;3313
2381;7925
2389;8173
2319;6027
2216;3743
2307;5744
2258;4590
2509;12814
2186;3186
2231;4041
2234;4260
2185;3138
2322;6104
2313;5737
2253;4453
2384;8196
2385;8219
2166;2702
2117;2105
2075;1753
2159;2741
2395;8499
2404;8682
2344;6906
2260;4628
2211;3596
2169;2842
2383;8117
2386;8196
2412;9013
2060;1488
2401;8543
2165;2727
1959;776
2110;2133
2061;1558
2119;2174
2161;2802
2005;1103
2116;2066
2102;1955
2023;1169
2205;3448
2155;2693
2213;3643
2066;1500
2079;1764
2124;2252
2040;1355
2030;1238
2131;2416
2082;1909
2391;8102
2308;5845
2330;6437
2235;4172
2301;5781
2263;4781
2194;3302
2232;4054
2236;4222
2120;2136
1984;852
2029;1284
2027;1199
2032;1236
1983;910
2204;3387
2160;2737
2096;1949
2057;1578
2051;1428
2101;1947
2209;3565
2152;2690
2212;3647
2302;5744
2210;3522
2271;4843
2153;2591
2264;4835
2250;4388
2257;4532
2168;2856
2077;1757
1993;922
2084;1663
2035;1222
2554;14620
2311;5924
2172;2892
2228;3949
2369;7507
2270;4928
2340;6631
2336;6684
2158;2696
2334;6424
2371;7759
2283;5070
2059;1427
2104;1993
2112;2148
2107;2021
2058;1500
2318;6140
2276;5097
2327;6322
2288;5444
3949;7281
2269;4845
2296;5485
2316;5951
2223;3860
2267;4948
2207;3536
2183;3156
2044;1353
2089;1845
1995;1003
2047;1329
2222;3730
2226;3869
4027;5148
4048;4824
4057;4452
4121;3066
4114;3329
4021;5417
4000;5831
3867;10109
4051;4630
4073;4365
4154;2457
4158;2526
2261;4647
2129;2353
2146;2616
2012;1095
2109;2141
1966;726
2068;1496
2150;2609
2220;3912
2138;2365
2086;1667
2514;12639
2217;3656
2268;4938
2190;3316
2214;3634
2132;2323
2243;4529
2279;5120
2275;4879
2188;3224
2320;6140
2233;4095
2174;2906
2145;2423
2048;1380
2002;962
2256;4501
2125;2293
2167;2757
2103;2089
2026;1229
2080;1728
2144;2447
2094;1840
2095;1844
2076;1719
2173;2995
2034;1229
2136;2287
2230;4103
2091;1844
2007;1080
1958;766
1906;511
1916;542
1955;776
2000;1015
2133;2352
2178;3056
2224;3789
4007;5615
4201;1844
4194;2005
3925;7948
4098;3525
3815;12233
4220;1706
4030;5223
3937;7721
4083;3793
3838;11262
3991;6292
3990;6254
4161;2365
4142;2699
4062;4309
4088;3775
4040;5074
4148;2539
4141;2780
3997;5935
3973;6567
4215;1654
4169;2254
4179;2119
4082;3874
4298;1016
4280;1053
4203;1869
4076;3984
4056;4549
4165;2346
4269;1188
4208;1891
4272;1210
4097;3639
4046;4797
4101;3441
4176;2230
4221;1712
4285;1012
4026;5223
4167;2266
4115;3316
4172;2258
4188;2111
3945;7215
3892;8919
2254;4649
4120;3106
4173;2335
3998;5957
4072;4217
4292;984
4200;1913
4282;1001
4124;3033
4479;132
4383;451
4437;242
4268;1198
4247;1329
4003;5771
4405;370
4476;154
4235;1539
4231;1497
4133;2840
4184;2056
4252;1229
4295;958
4186;2072
4401;400
4249;1349
4366;561
4144;2642
4183;2109
4386;422
4265;1158
4089;3834
4333;744
4311;862
4216;1644
4146;2714
4106;3506
4134;2840
4236;1395
4126;2862
4320;850
4263;1282
4390;412
4233;1528
4110;3324
3987;6190
4061;4357
4117;3140
4202;1807
4145;2708
4024;5296
4037;5069
4092;3684
4241;1462
4205;1785
4351;585
4209;1783
4182;2142
4129;2886
4255;1293
4340;687
4294;923
4326;787
4308;873
4327;705
4262;1274
4283;969
4304;946
4230;1534
4244;1381
4240;1462
4237;1440
4212;1761
4381;417
4313;793
4219;1639
4238;1417
4353;591
4424;300
4166;2357
4274;1094
4119;3190
4197;1910
4058;4545
4229;1570
4367;582
4321;800
4034;4983
4444;199
4438;245
4448;202
4312;853
4273;1192
4337;701
4395;401
4349;578
4279;1079
4155;2548
4150;2698
4348;668
4191;2037
4053;4467
4157;2488
4105;3435
3992;6072
4159;2484
2149;2555
2157;2710
2127;2392
2164;2924
2014;1151
1990;958
2067;1691
2018;1209
2054;1461
4309;871
4363;503
4432;257
4503;96
4163;2393
4356;537
4389;431
4323;717
4354;560
4427;265
4459;190
4329;692
4218;1691
4180;2148
4382;423
4362;559
4384;451
4373;498
4330;734
4400;370
4470;168
4140;2827
4091;3673
4234;1508
4147;2573
4174;2197
4138;2703
4299;1038
4195;1917
4289;1048
4178;2192
4402;413
4417;317
4460;207
4193;2005
4428;249
4291;1039
4371;497
4456;198
4487;110
4413;356
4443;235
4414;307
4392;369
4420;305
4347;663
4391;379
4452;222
4315;821
4254;1324
4369;536
4440;299
4130;2879
4319;757
4192;1960
4224;1471
4453;182
4483;139
4334;712
4302;890
4243;1339
4359;525
4245;1445
4276;1112
4332;725
4284;1013
4339;693
4409;359
4228;1565
4170;2313
4175;2290
4189;2003
3989;6198
4242;1421
4271;1189
4213;1745
4287;970
2202;3425
4267;1218
4162;2418
4094;3622
4211;1780
4357;525
4305;915
4217;1596
4206;1720
4239;1475
4261;1300
4449;201
4385;398
4406;358
4248;1301
4375;500
4445;210
4232;1467
4297;1009
4355;580
4270;1163
4281;1070
4128;2999
4322;754
4168;2196
4296;939
4350;610
4290;1035
4260;1259
4318;738
4055;4464
2200;3341
2036;1273
2064;1487
4300;1014
4484;118
4264;1311
4336;689
4266;1174
4376;500
4450;228
4446;240
4516;64
4278;1069
4374;469
4586;27
4434;250
4344;637
