Tour;Occurrences
3608;21252
3654;20296
3787;12092
3085;36604
3310;34666
2770;24142
3572;25334
2987;34518
2904;31810
3350;34818
2740;22138
3408;32256
3588;22700
3506;26772
3565;25754
3593;23692
3119;39052
2532;13110
2590;14846
2609;16510
2311;5068
2428;9038
2921;32428
3038;35150
3624;23466
3335;35048
3600;23066
3542;24854
2950;34028
3501;26962
2862;29326
2700;21692
3070;35392
3782;14516
3753;15800
3522;27044
3458;32042
2857;28446
3362;35364
3767;14770
3291;37348
3499;27530
3818;11084
3744;15776
3544;24218
2779;25364
3067;35762
2924;33152
2724;22324
2554;14384
3357;35820
2913;32108
3048;37870
3083;35934
2838;28224
2676;20166
2812;26014
2734;22686
2753;23218
2455;9652
2962;33270
3734;16564
3724;14760
3567;24058
3636;23142
3509;27384
3681;20354
2815;26340
3846;9214
2839;28948
2911;31828
3839;11852
3525;25410
3422;32374
2909;31370
3050;36262
2853;29578
3063;36644
3967;5858
3961;5976
2766;24414
3997;5380
2966;32922
3098;35722
3233;35812
2990;34608
2820;27014
3892;8936
2970;33170
3080;36430
3863;10666
3219;36288
2874;29932
3180;37972
3388;31072
3558;24724
3169;37986
3305;32818
3552;24122
2809;26420
3040;34648
2964;34486
2598;15262
3106;36346
3261;35564
3009;35400
3039;35468
3757;14434
3418;32120
3520;28078
3843;9400
3688;17328
3575;25408
3790;11658
3537;26436
3788;12038
3620;21320
3845;10856
3834;11120
3384;33988
3809;12258
4000;5094
3756;14890
3849;9190
3594;25262
3535;25168
3633;23104
3622;22364
3862;10294
3866;11090
3656;16926
3707;18712
3813;11342
3739;14476
3722;16486
3773;13238
3964;5974
3648;20450
3650;18934
3395;35944
3216;35450
3084;36264
2754;23986
2741;22098
2784;25512
3369;33458
2699;20682
2610;16274
2597;15260
3152;37754
2898;30236
2980;36414
3021;36098
3705;19126
3436;32594
3023;34010
3491;29152
2875;30156
2677;20008
2667;20214
2446;9246
2631;16892
3521;26362
2856;28222
2930;31806
2843;28538
3523;27642
2884;30180
2611;16258
2550;14298
2656;18610
2312;5038
2629;17000
2833;28134
2456;9696
2499;11170
2497;11746
2599;15762
2814;26186
2728;21872
2768;24994
2622;17224
2520;12464
2664;20022
2709;22148
2626;16432
2772;25562
2808;26406
2545;13808
2314;5288
2458;9690
2501;12008
2518;12470
2708;22532
2539;13608
2569;14848
2641;18202
2516;12270
2584;15094
2618;16852
2586;15172
2331;6088
2475;10960
2732;22252
3692;17864
2778;25680
2433;8818
3396;33306
3674;18872
3604;24342
3760;14782
3732;15616
3726;16484
2620;16546
3264;35750
3803;11300
3792;12740
3777;14480
3772;12680
2582;14394
3783;12742
2767;24094
2671;20372
3393;33614
3780;13560
3686;16476
3585;21762
3041;35570
2662;18892
3657;18876
3634;22678
3008;34294
2731;22698
2881;30316
2692;20344
2748;22734
3359;32878
2650;18630
2860;29610
2559;14706
2548;13794
2670;19640
2624;16184
2563;14484
2578;14980
2721;22234
2865;28130
2871;30336
2333;5942
2564;15136
2477;10966
2710;21624
2665;18554
2733;21826
2735;23156
2673;19304
2675;20068
2628;16252
2736;22292
2723;22266
2594;15642
2451;9768
2405;8018
2220;3416
2507;12646
2504;12218
2364;6644
2407;8338
2737;22242
2725;21916
3137;37546
2807;27400
3250;36922
2605;16420
2749;23476
2707;21494
2639;17694
2685;20440
2592;15678
2503;12590
2454;9384
3841;9102
3886;8016
3577;22800
3660;18788
3514;24970
3806;13304
2696;21020
3714;17886
3668;18728
3800;11624
3691;17678
2552;13826
2661;18606
3573;23106
3439;30338
3035;34736
3725;15502
3729;15460
3955;6044
3409;31096
2706;21414
3680;18542
3932;6274
3868;9342
3898;8162
4030;3240
3505;26404
3550;25850
2638;18650
3610;21792
3309;33362
3743;14958
2617;16336
2453;9978
3663;20438
3347;32288
3731;14592
3881;9182
3664;19718
3836;12124
4032;5622
3889;8774
3607;23282
3765;15998
3754;13102
3766;13096
3679;18448
3894;7664
3992;4898
3851;10896
4006;5898
3762;14488
3855;8742
3723;16798
3751;13812
3848;10968
3859;9420
3582;22716
4021;4580
3923;7452
2739;22824
2595;15576
2769;24818
2658;18666
2434;8976
2619;16460
2648;18502
2602;15394
2541;14144
2526;12824
2632;17330
2530;13566
2693;21348
2652;19078
2319;5606
2606;16702
2603;15856
2463;9904
2506;12024
2824;26594
2528;13056
2560;14520
2604;16436
3407;33308
2448;9566
2635;18304
3621;23270
2612;15822
2938;32150
2556;14366
2357;6524
2502;11848
2356;6350
2243;3488
2576;15048
2389;7618
2425;8884
2623;16556
2476;10056
2804;26754
2666;19178
2792;26330
2481;10604
2335;5754
2523;12718
2568;14452
2342;5896
2488;11052
2524;13322
2527;13416
2522;12824
2580;15062
2337;6236
2536;14230
2483;11294
2472;10134
2471;10570
2551;13946
2571;14866
2363;6876
2509;11788
2493;11734
2229;3378
2375;7068
2414;8534
2561;14566
2771;24316
2340;6062
2486;11474
2341;5958
2343;6324
2489;11270
2360;6684
2460;10114
2462;10016
2643;18092
2547;13480
2546;13418
2651;19044
2646;18434
2510;12180
2386;7372
2406;8206
2505;12408
2588;15556
2491;11522
2305;5372
2325;5694
2191;2620
2208;3198
2307;5250
2310;5120
2517;12346
2427;8334
2549;13866
2417;8514
2416;8608
2303;5060
2435;8714
2537;13562
2395;7816
2402;8156
2397;7722
2663;19630
2429;8778
2531;13412
2073;1336
2194;2766
2172;2294
2174;2636
2189;2666
2308;4960
2053;1260
2167;2482
2186;2662
2171;2338
2288;4724
2188;2814
2306;4824
2173;2552
2289;4950
2190;2830
2192;2436
2159;2330
2162;2282
2060;1186
2043;1040
2157;2380
2177;2524
2394;7626
2511;11610
2396;7892
2283;4384
2430;8968
2529;12908
2514;12002
2508;12018
2495;11448
2382;6902
2384;7566
2515;12654
2362;6708
2369;7132
2401;7962
2512;12464
2381;7278
2197;2972
2218;3320
2201;2760
2329;5886
2349;6450
2217;3172
2352;6382
2118;1716
2230;3444
2233;3216
2212;3114
2098;1456
2347;6034
2327;5860
2346;6590
2678;19854
2494;11958
2355;6466
2466;9976
2368;6860
2241;3526
2365;6756
2581;14730
2216;3052
2315;5146
2317;5416
2332;5954
2196;2810
2297;4906
2415;8196
2282;4456
2398;7782
2299;4874
2301;5074
2117;1592
2120;1764
2018;898
2001;774
2115;1654
2135;1948
2637;19170
2378;7346
2388;7346
2404;8054
2261;3890
2589;15158
2607;16518
2358;6474
2492;11534
2228;3298
2199;3126
2345;6178
2330;5706
2263;4288
2266;4120
2164;2420
2147;2218
2281;4298
2361;6960
2473;10840
2376;7028
2490;11354
2596;15800
2400;7598
2253;3660
2370;6870
2287;4670
2276;4234
2255;3798
2142;1934
2391;7680
2254;3700
2256;3968
2273;4194
2373;7334
1909;378
2045;1136
2023;906
2042;1084
2027;1010
2144;1938
1929;486
2050;1188
2028;1074
2030;1054
2029;960
2145;2168
2044;1112
2048;1296
2046;1096
2013;874
2033;1220
1899;396
1916;462
2015;828
2295;5104
2285;4440
2296;5052
2284;4692
2270;4348
2265;4356
2412;8124
2399;8004
2418;8174
2534;13712
2413;7960
2403;7624
2286;4810
2419;8964
2300;4912
2202;3116
2222;3166
2203;2990
2348;6340
2214;3028
2235;3446
2100;1316
2232;3518
2231;3224
2354;6680
2219;3176
2351;6806
2245;3668
2359;6582
2480;10690
2274;4422
2390;7712
2393;7614
2193;2982
2210;3082
2309;5170
2579;14556
2535;14008
2591;15150
2350;6194
2625;16628
2421;8692
2392;7772
2436;9176
2422;8638
2290;4770
2445;9210
2447;9344
2279;4516
2467;9796
2432;9096
2468;10084
2444;9348
2298;5078
2465;10336
2316;5302
2420;8908
2320;5582
2260;3998
2264;4046
2470;10354
2302;5242
2269;3966
2322;5742
2114;1646
2137;1946
2474;10738
2372;6880
2450;9376
2482;11104
2326;5772
2461;9928
2443;9086
2452;9610
2751;22832
2262;4224
2485;10988
2654;18290
2722;22214
2291;5020
2294;4880
2175;2320
2437;8852
2424;8394
2459;9268
2083;1466
2318;5126
2103;1400
2224;3038
2204;3126
2338;5994
2336;6254
2187;2638
2207;3082
2090;1408
2250;3782
2248;3760
2227;3404
2377;6754
2242;3678
2128;1892
2259;4042
2148;2004
2247;3598
2379;6918
2292;4836
2374;6938
2371;7074
2408;8452
2367;6552
2479;10364
2246;3548
2226;3222
2150;2248
2031;1106
2165;2262
2442;9080
2328;5844
2271;4234
2106;1568
2109;1360
2007;898
1990;640
2104;1266
2124;1740
2441;9380
2339;6070
2111;1722
2258;3744
2223;3286
2225;3290
2257;3912
1893;400
2026;984
2011;846
1913;416
2034;1020
2012;806
2014;908
2129;1786
2146;2036
2032;980
1997;654
2017;916
1883;292
1900;354
1999;792
2002;856
2249;3710
2239;3382
2238;3422
2125;1876
2236;3112
2251;3670
2366;7018
2353;6310
2161;2290
2168;2442
2277;4330
2181;2572
2183;2584
2195;2920
2180;2744
2019;1058
2000;732
1996;690
2126;1740
1897;328
1917;484
2151;2138
2016;918
2130;1844
2184;2530
2169;2290
2278;4310
2304;5090
2182;2564
2240;3530
2244;3550
2058;1306
2078;1408
1944;488
1961;506
2063;1258
2268;4054
2383;6934
2440;8882
2438;8866
2324;5786
2213;3094
2321;5722
2101;1348
2121;1758
2102;1418
2119;1562
2323;5590
2267;4262
2293;5028
2198;2946
2074;1324
2094;1470
1960;462
1977;572
2076;1456
2079;1466
2423;9092
3738;17226
3704;18054
3797;13518
2469;10286
2380;7004
1950;538
2071;1256
2049;1134
2051;1228
2066;1314
2185;2704
1930;436
2065;1340
2166;2386
2067;1242
2069;1362
2036;1080
2039;1054
1937;490
1920;490
2054;1306
2163;2208
2275;4382
2409;8306
2439;9322
2252;3762
2141;2016
2105;1468
2206;3004
2221;3112
2209;3056
2140;2100
2143;2198
2041;970
2024;1082
2138;2046
2158;2216
2410;8188
2160;2260
2179;2608
2211;3128
2097;1328
2080;1400
2077;1310
2116;1774
2215;3270
1904;376
2025;946
2003;838
2005;848
2020;918
2139;1954
1884;340
1998;744
2004;828
2021;974
1993;588
1891;306
1874;268
1988;632
2008;806
2152;2262
1987;678
1991;606
2010;834
1908;432
1888;296
2136;2128
2176;2628
2155;2370
2153;2218
2089;1368
2131;1836
2133;2022
2205;2954
2087;1430
2072;1230
2091;1438
1907;394
1910;346
1808;114
1791;78
1905;508
1925;374
2132;1866
2059;1226
2280;4440
2178;2624
2112;1426
2095;1454
1981;614
2156;2228
3847;10120
3844;9704
3887;7594
3823;11580
3996;5144
3987;5220
3984;5578
3981;6444
3750;14830
3990;6618
3802;11420
3993;6250
3755;14270
3808;11468
3796;11790
3698;15226
3942;7358
3791;13666
4018;3822
3934;8398
4116;2448
3900;7662
3916;8022
4046;4482
3919;9464
3884;7936
4077;4716
4122;2732
4130;2004
4273;628
3719;16114
3989;4520
3975;5502
3877;10050
4036;4302
4033;3964
3885;7096
3957;5690
4187;1520
4002;6052
4041;3446
4086;2938
4232;1056
4050;4976
4089;3418
3938;6626
3890;7652
3904;8284
4081;2386
3928;7122
3959;5578
3905;8328
3876;8714
4056;4284
4027;3960
3953;6498
3965;5730
4104;3068
3828;11260
4145;2832
4075;3236
3893;7882
4202;1364
4214;1212
4051;5046
3825;11178
4092;3878
3991;7166
4022;4830
4063;4430
3907;8900
4005;6552
3976;7448
4020;6150
4065;4888
3922;8356
3736;16298
4053;4764
3979;8072
3908;10054
3937;8186
3820;11608
3963;6234
4059;3800
3891;7582
4023;5350
3896;8026
3861;7618
4013;4736
4087;2468
4066;4672
4238;1424
3737;15954
3966;5256
4054;4320
4039;4330
3950;7064
4205;1632
3871;9116
4062;5046
3960;6614
4279;472
4068;4004
4107;3276
3956;5282
3911;8888
4128;2052
3962;5444
3974;5934
3865;9988
3906;7232
3870;8064
3947;5364
3873;8444
3864;8756
3879;8564
3835;11200
3930;6646
3918;7214
3944;5450
3915;6764
3912;7060
3902;7992
4045;4036
3977;5184
4017;5558
3988;5412
4047;5378
4010;4450
3969;5290
4110;2704
4074;4322
4196;1436
4261;1176
3882;7264
3941;5958
4127;2264
4098;2144
3925;7368
4071;3568
3999;4840
3708;18108
4014;5448
3899;7654
3901;7464
4115;2320
3931;7864
4139;1872
4076;4032
4094;2794
4091;3164
3920;8060
3973;6250
3914;7448
3880;9120
3985;5308
4225;668
4088;3098
3998;4538
4228;1080
4085;2992
3924;6170
4243;976
3939;6718
3954;5988
4079;2740
3856;8902
4055;3696
4058;4370
4028;3566
3943;6814
3994;6944
2113;1692
2092;1418
2122;1768
2009;834
1979;568
2123;1750
4034;4304
4118;3072
4216;1736
4031;3934
4070;2858
3933;6468
3749;15872
3945;6922
4043;3784
3910;8538
3913;7170
3995;5082
3948;7262
3940;8490
4052;3182
4016;4138
4049;3480
3951;6604
4083;3484
3949;7646
4136;2488
4100;2592
4008;5808
4193;1884
3874;8912
4042;4034
3921;7026
4095;3002
3897;7592
3982;7238
2237;3280
2234;3416
4040;3170
4011;5388
4082;2662
3927;5836
2093;1478
2110;1570
4038;3838
4009;5512
3946;6454
3909;7762
3978;6008
4044;4640
4267;544
4124;2088
4121;2484
4097;2508
4007;3936
4222;1436
4004;4032
4234;940
3936;5958
4133;2400
4231;1488
4080;4616
4061;3880
4037;4334
2272;4424
3980;6226
4064;3828
4207;1808
4019;3802
4210;1216
3968;5680
4073;3622
4025;4324
3983;6402
4174;1576
4162;1460
4067;2746
4171;1644
4035;5786
4190;1988
4201;1572
4204;1492
4012;5996
3929;6486
4159;1572
4156;1780
3972;6122
4101;2080
4165;1408
4199;1648
3971;6754
2056;1300
2170;2514
1903;342
1923;468
2022;948
2038;1068
2040;1242
2084;1370
2047;1134
2037;1172
1995;688
1953;496
2052;1250
1933;428
2068;1260
2070;1184
1940;442
2057;1260
4142;1940
4178;2504
4176;1604
4167;1432
2108;1638
4078;3264
4069;3024
2082;1418
1968;550
2062;1354
1948;540
1912;490
1932;450
1902;376
1919;422
1957;516
2088;1348
1980;536
1963;478
2085;1468
2075;1342
2107;1410
1743;62
1879;242
1857;170
1876;232
1861;248
1978;594
1763;82
1862;220
1864;298
1863;236
1878;204
1882;310
1880;236
1847;206
1867;220
1733;66
1750;62
1849;212
1852;248
2099;1450
1975;536
2086;1546
2127;1744
2149;2134
1869;250
1850;192
1846;172
1976;592
1747;56
1767;66
1866;288
2154;2248
1928;412
1794;84
1811;120
2134;1806
1951;500
1971;570
1952;540
1969;532
2096;1572
1965;546
1985;622
1851;240
1868;308
1967;646
1970;560
1924;442
1810;124
1827;156
1926;464
1889;320
1872;228
1986;696
2006;776
1947;504
1927;420
1974;632
1945;582
1854;260
1832;188
1834;228
1713;40
1831;150
1848;152
1966;570
1833;196
1949;498
1819;146
1822;140
1720;46
1703;56
1817;148
1837;176
2055;1296
1931;438
1816;132
1820;134
1839;158
1836;188
1737;52
1717;40
1946;502
2064;1342
1781;114
1764;74
1898;288
1989;632
1918;498
1921;430
1939;538
1922;430
1941;462
1954;438
1943;510
1956;476
1973;548
1885;374
1786;108
1769;70
2081;1576
2035;1134
1853;266
1873;262
1739;72
1756;76
1855;224
1858;200
1892;328
1982;516
1984;616
1983;618
1870;216
1972;604
1887;396
1914;536
1890;338
1994;766
4084;2514
4230;1000
4048;4042
4221;1180
4093;2268
4227;980
4236;708
4090;2038
4248;776
4239;724
4105;2204
4096;2438
4161;1364
4173;1100
4132;1800
4179;1628
4138;1656
4152;1888
4170;1464
4129;1836
4164;1480
4123;1868
3935;6284
4155;1528
4149;1948
4120;1668
4126;1804
4099;2068
4072;2904
4313;80
4307;84
4295;360
4301;156
4113;2156
4125;2492
4131;1800
4111;2356
4117;2052
4102;1928
4108;2132
4114;2488
4150;1392
4119;2608
4262;804
4250;1440
4134;2396
4265;820
4277;580
4256;512
4057;2916
4268;372
4259;548
4060;3282
4153;1508
4158;1388
4144;1708
4147;1856
4141;1472
4112;1864
4175;1924
